id,id_num,id_hex,name,title,url,primer,type,primary,secondary/0,equipment/0,equipment/1,images/0,images/1,img/0,img/1,steps/0,steps/1,steps/2,steps/3,steps/4,steps/5,tips/0,tips/1,secondary/1,tips/2,secondary/2,steps/6,steps/7,images/2,img/2,secondary/3,images/3,img/3,secondary/4,steps/8,secondary/5
1001,0251,f253,zottman-curl-with-dumbbells,Zottman Curl with Dumbbells,http://db.everkinetic.com/exercise/zottman-curl-with-dumbbells,This is an advanced exercise where you turn the dumbbells up and out.,isolation,biceps,forearm,dumbbell,,"http://img.everkinetic.com/?action=image&id=1001&number=0&key=69cadbdd2&version=cfce884f&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1001&number=1&key=69cadbdd2&version=57a84201&size=960,960&download=large",_images/web/zottman-curl-with-dumbbells-1.png,_images/web/zottman-curl-with-dumbbells-2.png,"Stand with your feet shoulder width apart, your knees slightly bent and your and your abs drawn in.",Grasp a dumbbell in each hand with your palms facing each other.,Start with your hands at your sides.,Curl your arms up turning your wrists so they are facing down as the dumbbells reach your chest.,Pause for a moment and then return to the starting position.,,,,,,,,,,,,,,,,
1002,0252,f254,zottman-preacher-curl-with-dumbbells,Zottman Preacher Curl with Dumbbells,http://db.everkinetic.com/exercise/zottman-preacher-curl-with-dumbbells,This is an advanced exercise where you turn the dumbbells up and out using a Preacher Curl bench for support.,isolation,biceps,forearm,dumbbell,,"http://img.everkinetic.com/?action=image&id=1002&number=0&key=69cadbdd2&version=70134313&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1002&number=1&key=69cadbdd2&version=7a6be607&size=960,960&download=large",_images/web/zottman-preacher-curl-with-dumbbells-1.png,_images/web/zottman-preacher-curl-with-dumbbells-2.png,Sit at a Preacher Curl Bench.,Grasp a dumbbell in your hand with your palms facing up.,Extend your arm fully along the bench.,Curl your arm up turning your wrist so it faces down as the dumbbell reaches your chest.,Pause for a moment and then return to the starting position and switch arms.,,,,,,,,,,,,,,,,
1004,0253,f255,biceps-curl-with-machine,Bicep Curl with Machine,http://db.everkinetic.com/exercise/biceps-curl-with-machine,This exercise uses a machine to insure proper form.,isolation,biceps,forearm,,,"http://img.everkinetic.com/?action=image&id=1004&number=0&key=69cadbdd2&version=8895f3f4&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1004&number=1&key=69cadbdd2&version=3f49ca2c&size=960,960&download=large",_images/web/biceps-curl-with-machine-1.png,_images/web/biceps-curl-with-machine-2.png,Adjust the seat of the machine so your elbows are correctly aligned with the rotation axis.,Press your arms against the pads and keep them stationary throughout the exercise.,Curl your forearms until your arms are fully flexed.,Slowly lower your arms back to the starting position.,,,,,,,,,,,,,,,,,
1005,0254,f256,one-arm-biceps-curl-with-olympic-bar-or-barbell,One Arm Bicep Curl with Olympic Bar or Barbell,http://db.everkinetic.com/exercise/one-arm-biceps-curl-with-olympic-bar-or-barbell,This is an advanced exercise for building stability and the muscles of the arms.,isolation,biceps,forearm,barbell,,"http://img.everkinetic.com/?action=image&id=1005&number=0&key=69cadbdd2&version=3d9aa0e1&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1005&number=1&key=69cadbdd2&version=f0845821&size=960,960&download=large",_images/web/one-arm-biceps-curl-with-olympic-bar-or-barbell-1.png,_images/web/one-arm-biceps-curl-with-olympic-bar-or-barbell-2.png,Stand with your feet shoulder width apart and your knees slightly bent.,Grasp an Olympic bar (empty weight bar) in the middle with one hand so that the bar is equally balanced.,Keep your free hand at your side for support.,Curl the bar up so your forearm touches your bicep.,Slowly lower the bar and change arms.,Note: If an Olympic bar is too heavy use a lighter weight barbell.,,,,,,,,,,,,,,,
1006,0255,f257,biceps-curl-seated-on-stability-ball-with-dumbbell,Biceps Curl Seated on Stability Ball with Dumbbell,http://db.everkinetic.com/exercise/biceps-curl-seated-on-stability-ball-with-dumbbell,This version of a biceps curl uses a Stability Ball.,isolation,biceps,forearm,dumbbell,,"http://img.everkinetic.com/?action=image&id=1006&number=0&key=69cadbdd2&version=0ea7b7cc&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1006&number=1&key=69cadbdd2&version=b08cbea2&size=960,960&download=large",_images/web/biceps-curl-seated-on-stability-ball-with-dumbbell-1.png,_images/web/biceps-curl-seated-on-stability-ball-with-dumbbell-2.png,This version of a biceps curl uses a Stability Ball. Exercises preformed with Stability Balls encourage better posture and core muscle development.,"Grasp a dumbbell in each hand while sitting on a Stability Ball with your feet placed firmly in front of you, and your abs drawn in.","Keeping your elbows at your side and your back straight, curl your arms up to your chest.","Pause for a moment, contracting your biceps.",Slowly lower your arms to the starting position.,,,,,,,,,,,,,,,,
1007,0256,f258,biceps-curl-squat-with-dumbbell,Biceps Curl Squat with Dumbbell,http://db.everkinetic.com/exercise/biceps-curl-squat-with-dumbbell,This exercise combines a squat with a curl to effectively work the entire body.,"isolation, compound",biceps,hamstrings,dumbbell,,"http://img.everkinetic.com/?action=image&id=1007&number=0&key=69cadbdd2&version=df38775c&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1007&number=1&key=69cadbdd2&version=d4aa5668&size=960,960&download=large",,,This exercise combines a squat with a curl to effectively work the entire body. This is an advanced exercise.,"Stand with your feet shoulder width apart, your knees slightly bent and your abs drawn in.",Grasp a dumbbell in each hand and curl your arms up to your shoulders.,"Bending at the waist, squat down as you lower your hands to the floor (the lower part of a curl).",Pause for a moment and then return to the starting position.,Note: Contract your biceps as you curl your arms up.,,,glutes,,,,,,,,,,,,
1008,0257,f259,biceps-curl-reverse-with-dumbbells,Biceps Curl Reverse with Dumbbells,http://db.everkinetic.com/exercise/biceps-curl-reverse-with-dumbbells,This is a reverse curl exercise that works all of the muscles of the arms.,isolation,biceps,forearm,dumbbell,,"http://img.everkinetic.com/?action=image&id=1008&number=0&key=69cadbdd2&version=f186fadb&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1008&number=1&key=69cadbdd2&version=14c11b68&size=960,960&download=large",_images/web/biceps-curl-reverse-with-dumbbells-1.png,_images/web/biceps-curl-reverse-with-dumbbells-2.png,"Stand with your feet shoulder width apart, your knees slightly bent and your abs drawn in.",Grasp a dumbbell in each hand with palms facing down.,"Keeping your arms at your side your elbows steady, lift the dumbbells up towards your shoulders.",Pause for a moment and then return to the starting position.,,,,,,,,,,,,,,,,,
1009,0258,f260,one-arm-bicep-concentration-on-stability-ball-with-dumbbell,One Arm Bicep Concentration on Stability Ball with Dumbbell,http://db.everkinetic.com/exercise/one-arm-bicep-concentration-on-stability-ball-with-dumbbell,This exercise uses a Stability Ball instead of a bench for better form.,isolation,biceps,forearm,dumbbell,,"http://img.everkinetic.com/?action=image&id=1009&number=0&key=69cadbdd2&version=fd7779e4&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1009&number=1&key=69cadbdd2&version=0893799d&size=960,960&download=large",,,Grasp a dumbbell in one hand and sit on a Stability Ball with your feet wide apart.,Bend forward leaning at the waist.,"With the dumbbell in your hand, place your elbow against your knee.",Lower your arm so it is flat against your calves.,Curl your arm up to your chest keeping your elbow steady.,Return to starting position and change hands.,,,,,,,,,,,,,,,
1010,0259,f261,biceps-curl-with-deadlift-with-barbell,Bicep Curl with Deadlift with Barbell,http://db.everkinetic.com/exercise/biceps-curl-with-deadlift-with-barbell,This exercise combines a bicep curl with a deadlift.,isolation,biceps,calves,barbell,,"http://img.everkinetic.com/?action=image&id=1010&number=0&key=69cadbdd2&version=e77dae9d&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1010&number=1&key=69cadbdd2&version=83dd87b2&size=960,960&download=large",,,This is an advanced exercise. This exercise combines a bicep curl with a deadlift.,Grasp an EZ Curl or barbell with palms facing up.,"Standing with your feet shoulder width apart and your knees slightly bent, draw your abs in.",Extend your arms so the bar rests in front of your thighs.,"Bending at the waist, bring the bar down to just above the floor.","As you return to a standing position, bring the bar up and curl your arms bringing your forearms to your biceps.",,,lower back,,hamstrings,Return the starting position and repeat.,Note: Performing this exercise in front of a mirror may help you spot and correct your form.,,,,,,,,
1011,0260,f262,biceps-curl-with-overhead-extension-using-dumbbells-on-stability-ball,Biceps Curl with Overhead Extension using Dumbbells on Stability Ball,http://db.everkinetic.com/exercise/biceps-curl-with-overhead-extension-using-dumbbells-on-stability-ball,This exercise requires you to be able to balance kneeling on a stability ball before you can correctly perform this exercise,isolation,"triceps, biceps",forearm,dumbbell,,"http://img.everkinetic.com/?action=image&id=1011&number=0&key=69cadbdd2&version=86314383&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1011&number=1&key=69cadbdd2&version=8dcaeaba&size=960,960&download=large",_images/web/biceps-curl-with-overhead-extension-using-dumbbells-on-stability-ball-1.png,_images/web/biceps-curl-with-overhead-extension-using-dumbbells-on-stability-ball-2.png,This is an advanced exercise. This exercise requires you to be able to balance kneeling on a stability ball before you can correctly perform this exercise.,Grasp a dumbbell in each hand with palms facing up.,"Kneel on a Stability Ball, drawing your abs in and keeping your back straight.",Raise one arm up over your shoulder and keep your other arm curled.,Bend your raised arm back as if performing a triceps extension while lowering your other arm and curling it back.,Return to starting position and repeat arms.,,,should,,,Note: Work with a Personal Trainer or Instructor to learn how to safely perform this exercise.,,,,,,,,,
1012,0261,f263,quick-alternating-biceps-curls-with-band,Quick Alternating Biceps Curls with Band,http://db.everkinetic.com/exercise/quick-alternating-biceps-curls-with-band,This exercise uses a bungy or exercise band for resistance.,isolation,biceps,triceps,band,,"http://img.everkinetic.com/?action=image&id=1012&number=0&key=69cadbdd2&version=d18b53e1&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1012&number=1&key=69cadbdd2&version=28797f93&size=960,960&download=large",_images/web/quick-alternating-biceps-curls-with-band-1.png,_images/web/quick-alternating-biceps-curls-with-band-2.png,Place a bungy under your feet and hold the handles palms forward in your hands.,"Stand with your feet shoulder width apart, knees slightly bent and your abs drawn in.","Curl your arms up and down in an alternating motion, keeping your body straight.","As you become comfortable with the motion, increase your speed.",Note: Contract your biceps as you curl your arms up.,,,,,,,,,,,,,,,,
1013,0262,f264,biceps-curl-lunge-with-bowling-motion,Bicep Curl Lunge with Bowling Motion,http://db.everkinetic.com/exercise/biceps-curl-lunge-with-bowling-motion,This exercise is similar to the motions of bowling.,,arms,calves,medicine ball,,"http://img.everkinetic.com/?action=image&id=1013&number=0&key=69cadbdd2&version=bcb2a17c&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1013&number=1&key=69cadbdd2&version=502abd1d&size=960,960&download=large",_images/web/biceps-curl-lunge-with-bowling-motion-1.png,_images/web/biceps-curl-lunge-with-bowling-motion-2.png,Hold a Medicine Ball in one hand with your palms facing up at shoulder height.,"Bring one foot back and into a lunge, keeping your front foot stationary and not letting your back knee touch the ground.","While lunging, bring the ball down and back as if you were bowling.","Bring your arm back up to the starting position, switch legs and repeat.",Note: Use slow and steady movements with this exercies.,,,,triceps,,hamstrings,,,,,glutes,,,quadriceps,,
1014,0263,f265,biceps-curl-on-stability-ball-with-leg-raised,Bicep Curl on Stability Ball with Leg Raised,http://db.everkinetic.com/exercise/biceps-curl-on-stability-ball-with-leg-raised,This exercise incorporates balance along with a bicep curl.,isolation,biceps,hamstring,dumbbell,,"http://img.everkinetic.com/?action=image&id=1014&number=0&key=69cadbdd2&version=b5556604&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1014&number=1&key=69cadbdd2&version=c83af66f&size=960,960&download=large",_images/web/biceps-curl-on-stability-ball-with-leg-raised-1.png,_images/web/biceps-curl-on-stability-ball-with-leg-raised-2.png,Grasp a dumbbell in each hand with a palms up grip.,Place the top of one foot behind you on a Stability Ball (see illustration) as if you were stretching your leg.,Keep your back straight and your abs drawn in.,Bring your arms down in front of your legs.,"Raise your arms up, curling and contracting your biceps.",Lower your arms and return to starting position and switch legs.,,,forearm,,quadriceps,,,,,calves,,,,,
1016,0264,f266,lateral-lunge-with-biceps-curl-with-dumbbell,Lateral Lunge with Bicep Curl with Dumbbell,http://db.everkinetic.com/exercise/lateral-lunge-with-biceps-curl-with-dumbbell,This is an advanced exercise that combines a lateral lunge with a bicep curl.,"compound, isolation","quadriceps, biceps",forearm,dumbbell,,"http://img.everkinetic.com/?action=image&id=1016&number=0&key=69cadbdd2&version=a91423bf&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1016&number=1&key=69cadbdd2&version=247d7bba&size=960,960&download=large",,,Grasp a dumbbell in each hand with your palms facing up.,"Stand with your feet together, your back straight and your abs drawn in.",Allow your arms to extend down fully in front of your thighs.,"While keeping your body straight, take a step sideways and then bend your waist and your knee into a lunge.","As you go into the lunge, curl your arms up towards your shoulders contracting your biceps.",Return to starting position and switch legs.,,,hamstrings,,glutes,Note: Have a Personal Trainer or Instructor show you how to properly perform this exercise.,,,,calves,,,hip abductors,,
1017,0265,f267,forward-lunge-with-biceps-curl-using-dumbbell,Forward Lunge with Bicep Curl using Dumbbell,http://db.everkinetic.com/exercise/forward-lunge-with-biceps-curl-using-dumbbell,This exercise combines a forward lunge with a bicep curl.,"compound, isolation",biceps,calves,dumbbell,,"http://img.everkinetic.com/?action=image&id=1017&number=0&key=69cadbdd2&version=72fc4fe0&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1017&number=1&key=69cadbdd2&version=5323ce92&size=960,960&download=large",_images/web/forward-lunge-with-biceps-curl-using-dumbbell-1.png,_images/web/forward-lunge-with-biceps-curl-using-dumbbell-2.png,Grasp a dumbbell in each hand with your palms facing up.,"Stand with your feet together, your back straight and your abs drawn in.",Allow your arms to extend down fully to the sides of your body.,"While keeping your body straight, take a step forward then bend your waist and your knee into a lunge.",Be careful not to let your back knee drop to the floor.,"As you go into the lunge, curl your arms up towards your shoulders, contracting your biceps.",,,hip abductors,,forearm,Return to starting position and switch legs.,Note: Have a Personal Trainer or Instructor show you how to properly perform this exercise.,"http://img.everkinetic.com/?action=image&id=1017&number=2&key=69cadbdd2&version=c702ed2d&size=960,960&download=large",_images/web/forward-lunge-with-biceps-curl-using-dumbbell-3.png,hamstrings,,,glutes,,
1018,0266,f268,step-up-single-leg-balance-with-biceps-curl-using-dumbbells,Step Up Single Leg Balance with Bicep Curl using Dumbbells,http://db.everkinetic.com/exercise/step-up-single-leg-balance-with-biceps-curl-using-dumbbells,This exercise combines a step up with a bicep curl.,isolation,biceps,core,dumbbell,,"http://img.everkinetic.com/?action=image&id=1018&number=0&key=69cadbdd2&version=f934671c&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1018&number=1&key=69cadbdd2&version=a18f6169&size=960,960&download=large",_images/web/step-up-single-leg-balance-with-biceps-curl-using-dumbbells-1.png,_images/web/step-up-single-leg-balance-with-biceps-curl-using-dumbbells-2.png,This is an advanced exercise. This exercise combines a step up with a bicep curl.,Place a box or bench in front of you.,Place a dumbbell in each hand with palms facing up.,"Keep your back straight, your shoulders back and your abs drawn in.","With one leg, step up on to the box and raise your other leg up (as if taking another step).","At the top of the step, curl your arms up by bringing your biceps towards your shoulders.",,,quadriceps,,forearm,Return to the starting position and switch legs.,,"http://img.everkinetic.com/?action=image&id=1018&number=2&key=69cadbdd2&version=a36371cb&size=960,960&download=large",_images/web/step-up-single-leg-balance-with-biceps-curl-using-dumbbells-3.png,hamstrings,,,glutes,,calves
1019,0267,f269,medicine-ball-biceps-curl-on-stability-ball,Medicine Ball Biceps Curl on Stability Ball,http://db.everkinetic.com/exercise/medicine-ball-biceps-curl-on-stability-ball,"This exercise combines a new technology, Stability Ball, with a old piece of fitness equipment, the Medicine Ball.",isolation,biceps,core,medicine ball,,"http://img.everkinetic.com/?action=image&id=1019&number=0&key=69cadbdd2&version=851db983&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1019&number=1&key=69cadbdd2&version=ab61fc13&size=960,960&download=large",,,Sit on a Stability Ball with your feet firmly on the floor in front of you.,"Sit with your back straight, your shoulders back and your abs drawn in.",Hold a Medicine Ball in one hand and curl it up bringing your forearm up to your bicep.,Return to starting position and switch arms.,Note: Grasp the Medicine Ball with your fingers spread wide to balance the ball.,,,,forearm,,,,,,,,,,,,
1020,0268,f270,stork-stance-biceps-curl-with-dumbbells,Stork Stance Bicep Curl with Dumbbells,http://db.everkinetic.com/exercise/stork-stance-biceps-curl-with-dumbbells,This is an advanced exercise that requires excellent coordination and balance.,isolation,biceps,quadriceps,dumbbell,,"http://img.everkinetic.com/?action=image&id=1020&number=0&key=69cadbdd2&version=b5e85d39&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1020&number=1&key=69cadbdd2&version=55a53a7d&size=960,960&download=large",_images/web/stork-stance-biceps-curl-with-dumbbells-1.png,_images/web/stork-stance-biceps-curl-with-dumbbells-2.png,"Grasp a pair of dumbbells in each hand, palms facing up.","Standing on one foot, extend your other foot back (see illustration) and extend your arms down so they are handing in front of your leg.","While on one foot, curl your arms up contracting your biceps.",Return to the starting position and switch legs.,Note: Have a Personal Trainer or Instructor show you how to properly perform this exercise.,,,,hamstrings,,glutes,,,,,calves,,,triceps,,
1021,0269,f271,biceps-curl-v-sit-on-dome-with-dumbbells,Biceps Curl V Sit on Dome with Dumbbells,http://db.everkinetic.com/exercise/biceps-curl-v-sit-on-dome-with-dumbbells,This exercise uses a Dome (or Bosu) as a seat forcing you to engage and contract your abs throughout the exercise.,isolation,biceps,abdominals,dumbbell,,"http://img.everkinetic.com/?action=image&id=1021&number=0&key=69cadbdd2&version=a223fe2a&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1021&number=1&key=69cadbdd2&version=19105cef&size=960,960&download=large",,,This exercise uses a Dome (or Bosu) as a seat forcing you to engage and contract your abs throughout the exercise. The name comes from having our body in the shape of a “V”.,Grasp a dumbbell in each hand and sit on a dome.,Keep your legs together and your knees bent.,Draw in and hold your abs and keep your back straight.,"With you arms extended to your sides, curl and contract your biceps, bringing your forearms towards your shoulders.",Slowly return to the starting position.,,,core,,,Note: Try to keep your balance steady and not move your legs throughout this exercise.,,,,,,,,,
1022,0270,f272,ankle-circles,Ankle Circles,http://db.everkinetic.com/exercise/ankle-circles,This is the most simple of all exercises for the calves.,isolation,calves,,body,,"http://img.everkinetic.com/?action=image&id=1022&number=0&key=69cadbdd2&version=adc204e8&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1022&number=1&key=69cadbdd2&version=65c01a2f&size=960,960&download=large",,,Stand on one foot near a chair or wall for support.,Lift your foot off the ground and draw circles clockwise in the air with your toes.,Reverse the direction (counter-clockwise) as well as switch feet.,,,,,,,,,,,,,,,,,,
1023,0271,,balance-board,Balance Board,http://db.everkinetic.com/exercise/balance-board,"Your calves are stabilizing muscles for your legs, so this exercises uses a Balance Board or wobble board to force you to balance.",compound,calves,quadriceps,balance board,,"http://img.everkinetic.com/?action=image&id=1023&number=0&key=69cadbdd2&version=60c46ee7&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1023&number=1&key=69cadbdd2&version=13ab3163&size=960,960&download=large",_images/web/balance-board-1.png,_images/web/balance-board-2.png,Place a Balance Board on the floor.,Step onto the board with both feet and try to balance yourself.,Note: Keep a slight bend in your knees to help you balance.,,,,,,hamstring,,,,,,,,,,,,
1024,0272,f274,seated-calf-raise-with-barbell,Seated Calf Raise with Barbell,http://db.everkinetic.com/exercise/seated-calf-raise-with-barbell,This version of a calves raise uses a block and a barbell.,isolation,calves,,barbell,,"http://img.everkinetic.com/?action=image&id=1024&number=0&key=69cadbdd2&version=88bcca69&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1024&number=1&key=69cadbdd2&version=a5a6e074&size=960,960&download=large",_images/web/seated-calf-raise-with-barbell-1.png,_images/web/seated-calf-raise-with-barbell-2.png,Place a block on the floor about one foot in front of a bench.,Sit on the bench with a barbell across your upper thighs and the balls of your feet on the block.,Slowly raise and lower your toes up as high as possible without lifting your foot off the block.,,,,,,,,,,,,,,,,,,
1025,0273,f275,calves-press-on-leg-machine,Calves Press on Leg Machine,http://db.everkinetic.com/exercise/calves-press-on-leg-machine,This exercise uses a Leg Press Machine to work your calves.,isolation,calves,,machine,,"http://img.everkinetic.com/?action=image&id=1025&number=0&key=69cadbdd2&version=cdc3f563&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1025&number=1&key=69cadbdd2&version=bca75d64&size=960,960&download=large",_images/web/calves-press-on-leg-machine-1.png,_images/web/calves-press-on-leg-machine-2.png,This exercise uses a Leg Press Machine to work your calves. You can perform this exercise along with Leg Presses.,Sit down on a Leg Press Machine and press the plate up as if you were performing a leg press.,Slide your feet down so that the balls of your feet are pressing against the rack (with your heels hanging free).,"Keeping the handles locked, press up and flex your toes and then slowly bring your toes back towards your body.",Perform theses movements slowly for maximum benefit.,Note: Use a lighter weight on this exercise than you are able to lift with a leg press until you are familiar with the movements.,,,,,,,,,,,,,,,
1026,0274,f276,calf-raises-with-band,Calf Raises with Band,http://db.everkinetic.com/exercise/calf-raises-with-band,,isolation,calves,,bands,,"http://img.everkinetic.com/?action=image&id=1026&number=0&key=69cadbdd2&version=ae5df180&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1026&number=1&key=69cadbdd2&version=4d55f2f5&size=960,960&download=large",,,This exercise uses a band to create resistance.,Stand with your toes on an exercise band and raise the handles up to your shoulders.,"Raise up on your toes, keeping your hands up by your shoulders.",Pause for a moment and then lower your heel to the floor.,Repeat.,,,,,,,,,,,,,,,,
1027,0275,f277,donkey-calf-raises,Donkey Calf Raises,http://db.everkinetic.com/exercise/donkey-calf-raises,This is an old school gym exercise which requires the assistance of another person.,isolation,calves,,body,,"http://img.everkinetic.com/?action=image&id=1027&number=0&key=69cadbdd2&version=e3a82a94&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1027&number=1&key=69cadbdd2&version=3eef42bb&size=960,960&download=large",_images/web/donkey-calf-raises-1.png,_images/web/donkey-calf-raises-2.png,This is an old school gym exercise which requires the assistance of another person. This is an advanced exercise and not recommended for beginners.,Bend your waist and lean your arms against a weight rack or bench that is waist height.,Have a partner sit on top of your lower back.,Raise up on your toes leaning slightly forward.,Pause at the top and then lower your heels to the floor.,Note: Have a Personal Trainer or Instructor show you how to perform this exercise safely.,,,,,,,,,,,,,,,
1028,0276,f278,seated-one-leg-calf-raise-with-dumbbell,Seated One Leg Calf Raise with Dumbbell,http://db.everkinetic.com/exercise/seated-one-leg-calf-raise-with-dumbbell,This version of a calf raise allows you to exercise each leg individually.,isolation,calves,,dumbbell,,"http://img.everkinetic.com/?action=image&id=1028&number=0&key=69cadbdd2&version=8b66dfb9&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1028&number=1&key=69cadbdd2&version=8c042ecb&size=960,960&download=large",,,This version of a calf raise allows you to exercise each leg individually. This exercise is helpful to people who are rehabilitating from injury as it allows you flexibility with the weight.,Place a block on the floor about one foot in front of a bench.,Sit on the bench with a dumbbell across your upper thigh and the balls of one foot on the block.,Slowly raise and lower your toe up as high as possible without lifting your foot off the block.,Switch feet and repeat.,,,,,,,,,,,,,,,,
1029,0277,f279,knee-circles,Knee Circles,http://db.everkinetic.com/exercise/knee-circles,This is a simple exercise and a great stretch.,compound,calves,hamstrings,body,,"http://img.everkinetic.com/?action=image&id=1029&number=0&key=69cadbdd2&version=9b924f74&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1029&number=1&key=69cadbdd2&version=4f047b70&size=960,960&download=large",,,Stand with your feet a little closer than shoulder width apart.,"Keeping your arms across your chest or on your hips, move your knees in a circular motion, paying attention to keeping your feet flat on the floor and the movement in your ankles.",Note: Do not perform this exercise is you have rolled or unstable ankles.,,,,,,,,,,,,,,,,,,
1030,0278,f280,rocking-standing-calf-raise-with-barbell,Rocking Standing Calf Raise with Barbell,http://db.everkinetic.com/exercise/rocking-standing-calf-raise-with-barbell,This exercise uses a simple rocking motion to strengthen the calves.,isolation,calves,,barbell,,"http://img.everkinetic.com/?action=image&id=1030&number=0&key=69cadbdd2&version=981e6e92&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1030&number=1&key=69cadbdd2&version=7c8fc4d8&size=960,960&download=large",_images/web/rocking-standing-calf-raise-with-barbell-1.png,_images/web/rocking-standing-calf-raise-with-barbell-2.png,Stand with a bar across your shoulders.,"With your feet flat on the floor, lift your feet up and forward as if you are performing a calf raise.",Then “rock” back onto your ankles so your toes are flexed and off the floor.,Return to starting position.,"Note: Wear running or cross training shoes while performing this exercise. Try performing this exercise without weight to become familiar with the movement,",,,,,,,,,,,,,,,,
1031,0279,f281,seated-calf-raise-using-machine,Seated Calf Raise using Machine,http://db.everkinetic.com/exercise/seated-calf-raise-using-machine,This is one of the simplest and most effective exercises for the calves.,isolation,calves,,machine,,"http://img.everkinetic.com/?action=image&id=1031&number=0&key=69cadbdd2&version=2aa385e5&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1031&number=1&key=69cadbdd2&version=80bdd937&size=960,960&download=large",,,Sit at a calf raise machine.,Put the balls of your feet on the footpad.,Place your thighs under the leg pad above your knees.,Unlock the bar and slowly raise your toes up as far as possible.,Pause for a moment and then return to the starting position.,Note: Practice slow and precise movements with this exercise.,,,,,,,,,,,,,,,
1032,0280,f282,smith-machine-reverse-calf-raises,Smith Machine Reverse Calf Raises,http://db.everkinetic.com/exercise/smith-machine-reverse-calf-raises,"This is a unique exercise that works the tibialis anterior muscle, one of the muscles of the calves.",isolation,calves,,smith machine,,"http://img.everkinetic.com/?action=image&id=1032&number=0&key=69cadbdd2&version=a4fdef89&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1032&number=1&key=69cadbdd2&version=e03e5ba8&size=960,960&download=large",_images/web/smith-machine-reverse-calf-raises-1.png,_images/web/smith-machine-reverse-calf-raises-2.png,Place a block or low box under the bar at a Smith Machine.,Stand on the edge of the box with your toes hanging off.,Place the bar across your shoulders and lean forward lifting your ankles off the box.,Return to the starting position.,Note: Use the bar for support as you perform this exercise.,,,,,,,,,,,,,,,,
1033,0281,f283,standing-barbell-calf-raise,Standing Barbell Calf Raise,http://db.everkinetic.com/exercise/standing-barbell-calf-raise,This is standing version of a Calf Raise.,isolation,calves,,barbell,,"http://img.everkinetic.com/?action=image&id=1033&number=0&key=69cadbdd2&version=158b34d0&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1033&number=1&key=69cadbdd2&version=387bf7fb&size=960,960&download=large",_images/web/standing-barbell-calf-raise-1.png,_images/web/standing-barbell-calf-raise-2.png,Place a block or two free weight plates on the floor.,Place a barbell across your back and step up so the balls of your feet are on the block.,Slowly lift your heels up and then lower them back to the floor getting as much of a stretch as possible.,Return to starting position.,,,,,,,,,,,,,,,,,
1034,0282,f284,standing-calf-raises-using-machine,Standing Calf Raises using Machine,http://db.everkinetic.com/exercise/standing-calf-raises-using-machine,This exercise uses a machine to allow for proper form.,isolation,calves,,machine,,"http://img.everkinetic.com/?action=image&id=1034&number=0&key=69cadbdd2&version=aa6ce9ab&size=960,960&download=large","http://img.everkinetic.com/?action=image&id=1034&number=1&key=69cadbdd2&version=4eae50d3&size=960,960&download=large",_images/web/standing-calf-raises-using-machine-1.png,_images/web/standing-calf-raises-using-machine-2.png,This exercise uses a machine to allow for proper form.,Stand with your toes on the footpad of the machine and adjust your shoulders under the upper pads.,"Raise up on the balls of your feet, lifting your heels off the pad.",Hold for a moment and then return to the starting position.,,,,,,,,,,,,,,,,,
